STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs
KERALA,WAYANADU,2008,0,7,0,0,0,0,19,0,1,10
KERALA,TOTAL,2008,1,23,1,0,0,0,36,0,2,43
MADHYA PRADESH,ALIRAJPUR,2008,0,2,0,0,0,0,0,0,0,1
MADHYA PRADESH,ANUPPUR,2008,1,7,0,0,0,0,3,0,0,11
MADHYA PRADESH,ASHOK NAGAR,2008,0,5,0,0,0,0,5,0,0,6
MADHYA PRADESH,BALAGHAT,2008,2,9,1,0,0,0,3,0,0,5
MADHYA PRADESH,BARWANI,2008,0,3,0,0,0,0,0,0,0,6
MADHYA PRADESH,BETUL,2008,2,23,3,0,0,0,2,0,0,55
MADHYA PRADESH,BHIND,2008,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BHOPAL,2008,0,1,0,0,0,0,0,0,0,3
MADHYA PRADESH,BHOPAL RLY.,2008,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BURHANPUR,2008,0,3,0,0,0,0,0,0,0,5
MADHYA PRADESH,CHHATARPUR,2008,1,1,0,0,0,0,3,0,0,3
MADHYA PRADESH,CHHINDWARA,2008,4,9,2,0,0,1,3,0,0,36
MADHYA PRADESH,DAMOH,2008,3,3,0,0,0,0,5,0,0,10
MADHYA PRADESH,DATIYA,2008,0,1,0,0,0,0,0,0,0,3
MADHYA PRADESH,DEWAS,2008,2,3,2,0,0,0,0,0,0,16
MADHYA PRADESH,DHAR,2008,2,7,0,0,0,0,13,0,0,24
MADHYA PRADESH,DINDORI,2008,2,2,0,1,0,0,4,0,0,3
MADHYA PRADESH,GUNA,2008,1,2,0,0,0,1,3,0,0,7
MADHYA PRADESH,GWALIOR,2008,0,3,0,0,0,0,0,0,0,12
MADHYA PRADESH,HARDA,2008,0,5,1,0,0,0,6,0,0,9
MADHYA PRADESH,HOSHANGABAD,2008,2,12,0,0,0,2,27,0,0,15
MADHYA PRADESH,INDORE,2008,1,3,0,0,0,0,0,0,0,22
MADHYA PRADESH,INDORE RLY.,2008,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2008,1,8,0,0,0,0,9,0,0,18
MADHYA PRADESH,JABALPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2008,0,2,1,0,0,0,0,0,0,2
MADHYA PRADESH,KATNI,2008,1,0,0,0,0,0,1,0,0,6
MADHYA PRADESH,KHANDWA,2008,0,6,0,0,0,0,0,0,0,27
MADHYA PRADESH,KHARGON,2008,1,10,1,0,0,0,1,0,0,6
MADHYA PRADESH,MANDLA,2008,1,7,0,0,0,0,7,0,0,23
MADHYA PRADESH,MANDSAUR,2008,0,1,2,0,0,0,1,0,0,6
MADHYA PRADESH,MORENA,2008,0,0,0,0,0,0,0,0,0,7
MADHYA PRADESH,NARSINGHPUR,2008,1,3,0,0,0,0,6,0,0,5
MADHYA PRADESH,NEEMUCH,2008,0,2,0,0,0,0,0,0,0,3
MADHYA PRADESH,PANNA,2008,0,2,0,0,0,0,0,0,0,11
MADHYA PRADESH,RAISEN,2008,2,7,0,0,0,0,9,0,0,9
MADHYA PRADESH,RAJGARH,2008,0,2,0,0,0,0,7,0,0,6
MADHYA PRADESH,RATLAM,2008,2,2,1,0,0,0,1,0,0,5
MADHYA PRADESH,REWA,2008,1,5,0,0,0,0,2,0,0,27
MADHYA PRADESH,SAGAR,2008,3,13,1,0,0,0,13,0,0,16
MADHYA PRADESH,SATNA,2008,1,12,1,0,0,1,2,0,0,22
MADHYA PRADESH,SEONI,2008,2,6,0,0,0,0,3,0,0,35
MADHYA PRADESH,SHAHDOL,2008,2,8,3,0,0,2,4,0,0,29
MADHYA PRADESH,SHAJAPUR,2008,0,1,0,0,0,0,0,0,0,6
MADHYA PRADESH,SHEOPUR,2008,0,3,0,0,0,0,7,0,0,13
MADHYA PRADESH,SHIVPURI,2008,1,6,0,0,0,3,2,0,0,16
MADHYA PRADESH,SIDHI,2008,1,7,1,0,0,0,0,0,0,8
MADHYA PRADESH,SIHORE,2008,0,5,0,0,0,0,0,0,0,6
MADHYA PRADESH,SINGRAULI,2008,0,2,0,0,0,0,0,0,0,5
MADHYA PRADESH,TIKAMGARH,2008,0,3,0,0,0,0,1,0,0,6
MADHYA PRADESH,UJJAIN,2008,1,2,0,0,0,0,0,0,0,4
MADHYA PRADESH,UMARIYA,2008,1,1,0,0,0,1,13,0,0,7
MADHYA PRADESH,VIDISHA,2008,0,4,0,0,0,0,3,0,0,5
MADHYA PRADESH,TOTAL,2008,45,234,20,1,0,11,169,0,0,591
MAHARASHTRA,AHMEDNAGAR,2008,0,3,0,0,0,3,1,0,2,8
MAHARASHTRA,AKOLA,2008,0,0,0,0,0,0,1,0,0,0
MAHARASHTRA,AMRAVATI COMMR.,2008,0,2,0,0,0,0,1,0,1,1
MAHARASHTRA,AMRAVATI RURAL,2008,2,6,0,0,0,0,2,0,3,3
MAHARASHTRA,AURANGABAD COMMR.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,AURANGABAD RURAL,2008,0,1,1,0,0,1,1,0,0,1
MAHARASHTRA,BEED,2008,0,0,0,0,0,0,1,0,0,5
MAHARASHTRA,BHANDARA,2008,0,1,0,0,0,0,0,0,2,6
MAHARASHTRA,BULDHANA,2008,0,0,0,0,0,0,0,0,1,4
MAHARASHTRA,CHANDRAPUR,2008,0,3,1,0,0,0,0,0,2,12
MAHARASHTRA,DHULE,2008,0,0,0,0,0,1,1,0,5,7
MAHARASHTRA,GADCHIROLI,2008,0,1,0,0,0,0,0,0,4,3
MAHARASHTRA,GONDIA,2008,1,2,2,0,0,0,1,0,0,5
MAHARASHTRA,HINGOLI,2008,0,3,0,1,0,0,0,0,0,1
MAHARASHTRA,JALGAON,2008,1,2,0,0,0,0,0,0,5,3
MAHARASHTRA,JALNA,2008,0,1,1,1,0,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,LATUR,2008,1,0,0,0,0,0,0,0,0,0
MAHARASHTRA,MUMBAI COMMR.,2008,0,0,0,0,0,0,0,0,1,0
MAHARASHTRA,MUMBAI RLY.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NAGPUR COMMR.,2008,0,0,0,0,0,0,1,0,0,1
MAHARASHTRA,NAGPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NAGPUR RURAL,2008,0,3,0,0,0,0,0,0,1,7
MAHARASHTRA,NANDED,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NANDURBAR,2008,2,0,0,0,0,0,1,0,2,4
MAHARASHTRA,NASIK COMMR.,2008,0,0,0,0,0,0,1,0,0,0
MAHARASHTRA,NASIK RURAL,2008,0,1,0,0,0,1,1,0,3,8
MAHARASHTRA,NAVI MUMBAI,2008,0,0,1,0,0,0,0,0,0,1
MAHARASHTRA,OSMANABAD,2008,1,0,0,0,0,0,1,0,1,4
MAHARASHTRA,PARBHANI,2008,0,0,0,0,0,0,1,0,0,1
MAHARASHTRA,PUNE COMMR.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,PUNE RLY.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,PUNE RURAL,2008,0,5,0,0,0,0,0,0,1,1
MAHARASHTRA,RAIGAD,2008,0,2,0,0,0,0,0,0,4,9
MAHARASHTRA,RATNAGIRI,2008,0,1,0,0,0,0,0,0,0,1
MAHARASHTRA,SANGLI,2008,0,0,0,0,0,0,0,0,0,2
MAHARASHTRA,SATARA,2008,0,0,0,0,0,0,0,0,0,1
MAHARASHTRA,SINDHUDURG,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SOLAPUR COMMR.,2008,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SOLAPUR RURAL,2008,0,4,0,0,1,2,0,0,0,1
MAHARASHTRA,THANE COMMR.,2008,0,0,0,0,0,0,1,0,0,0
MAHARASHTRA,THANE RURAL,2008,0,2,1,0,0,0,0,0,6,9
MAHARASHTRA,WARDHA,2008,1,1,0,0,0,0,0,0,0,2
MAHARASHTRA,WASHIM,2008,1,0,0,1,0,0,0,0,0,2
MAHARASHTRA,YAVATMAL,2008,1,2,0,0,0,0,2,0,3,14
MAHARASHTRA,TOTAL,2008,11,46,7,3,1,8,18,0,47,127
MANIPUR,BISHNUPUR,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHANDEL,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,CID,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL EAST,2008,0,0,1,0,0,0,0,0,0,0
MANIPUR,IMPHAL WEST,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,SENAPATI,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,TAMENGLONG,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,UKHRUL,2008,0,0,0,0,0,0,0,0,0,0
MANIPUR,TOTAL,2008,0,0,1,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS EAST,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS WEST,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS EAST,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS WEST,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,RI-BHOI,2008,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,AIZAWL,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,CHAMPHAI,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,KOLASIB,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,LAWNGTLAI,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,LUNGLEI,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,MAMIT,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,SAIHA,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,SERCHHIP,2008,0,0,0,0,0,0,0,0,0,0
MIZORAM,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,DIMAPUR,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,KIPHIRE,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,LONGLENG,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,MON,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,PEREN,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,TUENSANG,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2008,0,0,0,0,0,0,0,0,0,0
NAGALAND,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
ODISHA,ANGUL,2008,0,2,1,0,0,0,0,0,2,0
ODISHA,BALASORE,2008,0,3,0,0,0,0,20,0,0,0
ODISHA,BARAGARH,2008,0,0,0,0,0,0,9,0,0,0
ODISHA,BERHAMPUR,2008,0,0,0,0,0,0,0,0,1,1
ODISHA,BHADRAK,2008,0,0,0,0,0,0,0,0,3,0
ODISHA,BOLANGIR,2008,0,1,2,0,7,4,2,0,0,51
ODISHA,BOUDH,2008,0,0,0,0,0,0,2,0,2,0
ODISHA,CUTTACK,2008,0,0,0,0,0,0,0,0,0,2
ODISHA,DCP BBSR,2008,0,0,0,0,0,0,1,0,0,6
ODISHA,DCP CTC,2008,0,0,4,0,0,0,0,0,0,0
ODISHA,DEOGARH,2008,0,0,0,0,1,0,4,0,0,0
ODISHA,DHENKANAL,2008,0,3,0,0,0,0,7,0,24,14
ODISHA,GAJAPATI,2008,0,0,0,0,0,0,0,0,11,11
ODISHA,GANJAM,2008,0,0,0,0,0,0,0,0,0,0
ODISHA,JAGATSINGHPUR,2008,0,0,0,0,0,0,0,0,0,1
ODISHA,JAJPUR,2008,0,0,0,0,0,0,0,0,2,2
ODISHA,JHARSUGUDA,2008,1,1,0,0,0,0,5,0,0,11
ODISHA,KALAHANDI,2008,0,0,0,0,0,0,2,0,0,8
ODISHA,KANDHAMAL,2008,0,0,0,0,0,0,1,0,11,11
ODISHA,KENDRAPARA,2008,0,0,0,0,0,0,0,0,0,0
ODISHA,KEONJHAR,2008,0,4,0,0,0,0,0,0,0,0
ODISHA,KHURDA,2008,0,0,0,0,0,0,0,0,0,0
ODISHA,KORAPUT,2008,2,4,0,0,0,0,0,0,10,0
ODISHA,MALKANGIR,2008,0,2,0,0,0,0,0,0,7,13
ODISHA,MAYURBHANJ,2008,0,2,0,0,0,0,0,0,0,37
ODISHA,NAYAGARH,2008,0,0,0,0,0,0,0,0,0,0
ODISHA,NOWRANGPUR,2008,0,2,0,0,0,0,1,0,24,10
ODISHA,NUAPADA,2008,0,0,2,0,0,1,8,0,8,8
ODISHA,PURI,2008,0,0,0,0,0,0,1,0,1,0
ODISHA,RAYAGADA,2008,0,1,0,0,0,0,0,0,5,0
ODISHA,ROURKELA,2008,1,8,0,0,0,0,12,0,0,8
ODISHA,SAMBALPUR,2008,1,2,0,0,0,0,6,0,23,14
ODISHA,SONEPUR,2008,0,0,0,0,0,0,1,0,6,0
ODISHA,SRP(CUTTACK),2008,0,0,0,0,0,0,0,0,1,1
ODISHA,SRP(ROURKELA),2008,0,0,0,0,0,0,0,0,0,1
ODISHA,SUNDARGARH,2008,1,3,0,0,0,0,3,0,0,6
ODISHA,TOTAL,2008,6,38,9,0,8,5,85,0,141,216
PUNJAB,AMRITSAR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,AMRITSAR RURAL,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,BARNALA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,BATALA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,BHATINDA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,FARIDKOT,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZPUR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,GURDASPUR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,HOSHIARPUR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,JALANDHAR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,KAPURTHALA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,LUDHIANA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,LUDHIANA RURAL,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,MANSA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,MUKTSAR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,PATIALA,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,SANGRUR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,SAS NGR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,SBS NAGAR,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,TARN TARAN,2008,0,0,0,0,0,0,0,0,0,0
PUNJAB,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,AJMER,2008,0,2,0,0,0,0,0,0,1,8
RAJASTHAN,ALWAR,2008,2,5,0,0,0,2,1,0,0,30
RAJASTHAN,BANSWARA,2008,0,2,1,0,0,0,15,0,2,8
RAJASTHAN,BARAN,2008,0,7,1,0,0,0,5,0,0,31
RAJASTHAN,BARMER,2008,0,0,0,0,0,1,1,0,1,47
RAJASTHAN,BHARATPUR,2008,0,1,0,0,0,1,0,0,2,38
RAJASTHAN,BHILWARA,2008,0,0,0,0,0,0,0,0,1,32
RAJASTHAN,BIKANER,2008,0,2,0,0,0,0,0,0,1,8
RAJASTHAN,BUNDI,2008,0,2,1,0,0,0,3,0,0,24
RAJASTHAN,CHITTORGARH,2008,2,1,0,0,0,0,0,0,1,18
RAJASTHAN,CHURU,2008,0,0,0,0,0,0,4,0,0,1
RAJASTHAN,DAUSA,2008,1,0,1,0,0,0,2,0,0,56
RAJASTHAN,DHOLPUR,2008,0,0,1,0,0,0,0,0,0,14
RAJASTHAN,DUNGARPUR,2008,0,2,0,0,0,0,0,0,2,12
RAJASTHAN,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,GANGANAGAR,2008,0,0,0,0,0,0,0,0,0,3
RAJASTHAN,HANUMANGARH,2008,0,0,0,0,0,0,0,0,0,1
RAJASTHAN,JAIPUR EAST,2008,0,0,0,0,0,0,0,0,1,14
RAJASTHAN,JAIPUR NORTH,2008,0,0,0,0,0,0,0,0,0,16
RAJASTHAN,JAIPUR RURAL,2008,2,0,0,0,0,1,5,0,1,86
RAJASTHAN,JAIPUR SOUTH,2008,0,0,0,0,0,0,0,0,0,14
RAJASTHAN,JAISALMER,2008,0,0,0,0,0,0,0,0,0,17
RAJASTHAN,JALORE,2008,0,0,0,0,0,0,0,0,0,21
RAJASTHAN,JHALAWAR,2008,2,1,0,0,0,0,10,0,0,28
RAJASTHAN,JHUNJHUNU,2008,0,1,0,0,0,0,0,0,0,12
RAJASTHAN,JODHPUR CITY,2008,0,0,0,0,0,0,3,0,0,0
RAJASTHAN,JODHPUR RURAL,2008,0,0,0,0,0,0,26,0,0,0
RAJASTHAN,KARAULI,2008,0,1,0,0,0,0,0,0,0,33
RAJASTHAN,KOTA CITY,2008,1,2,0,0,0,0,0,0,0,12
RAJASTHAN,KOTA RURAL,2008,2,0,0,0,0,0,3,0,0,22
RAJASTHAN,NAGAUR,2008,0,1,0,0,0,0,0,0,0,1
RAJASTHAN,PALI,2008,0,0,0,0,0,2,1,0,0,24
RAJASTHAN,PRATAPGARH,2008,0,2,0,0,0,0,6,0,0,20
RAJASTHAN,RAJSAMAND,2008,0,1,0,0,0,0,6,0,0,5
RAJASTHAN,SAWAI MADHOPUR,2008,1,1,0,0,0,0,0,0,0,54
RAJASTHAN,SIKAR,2008,1,1,2,0,0,0,4,0,1,26
RAJASTHAN,SIROHI,2008,1,1,0,0,0,0,10,0,1,10
RAJASTHAN,TONK,2008,0,1,1,0,0,0,23,0,0,27
RAJASTHAN,UDAIPUR,2008,0,3,0,0,0,2,2,0,2,46
RAJASTHAN,TOTAL,2008,15,40,8,0,0,9,130,0,17,819
SIKKIM,EAST,2008,0,2,0,0,0,0,2,0,0,2
SIKKIM,NORTH,2008,0,0,0,0,0,0,0,0,0,0
SIKKIM,SOUTH,2008,0,0,0,0,0,0,1,0,0,2
SIKKIM,WEST,2008,0,0,1,0,0,0,2,0,0,0
SIKKIM,TOTAL,2008,0,2,1,0,0,0,5,0,0,4
TAMIL NADU,CHENNAI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,CHENNAI RLY.,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,CHENNAISUBURBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,COIMBATORE RURAL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,COIMBATORE URBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,CUDDALORE,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,DHARMAPURI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,DINDIGUL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,ERODE,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANCHIPURAM,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KANYAKUMARI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KARUR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,KRISHNAGIRI,2008,0,0,0,0,0,0,1,0,0,0
TAMIL NADU,MADURAI RURAL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,MADURAI URBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,NAGAPATTINAM,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,NAMAKKAL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,NILGIRIS,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,PERAMBALUR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,PUDUKOTTAI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,RAMNATHAPURAM,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,SALEM RURAL,2008,0,0,0,0,0,0,0,0,1,0
TAMIL NADU,SALEM URBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,SIVAGANGAI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THANJAVUR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THENI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THIRUNELVELI RURAL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THIRUNELVELI URBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THIRUVALLUR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THIRUVANNAMALAI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THIRUVARUR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,THOOTHUGUDI,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,TRICHY RLY.,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,TRICHY RURAL,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,TRICHY URBAN,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,VELLORE,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,VILLUPURAM,2008,0,2,0,0,0,0,4,0,0,6
TAMIL NADU,VIRUDHUNAGAR,2008,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,TOTAL,2008,0,2,0,0,0,0,5,0,1,6
TRIPURA,DHALAI,2008,0,0,0,0,0,0,0,0,0,0
TRIPURA,NORTH,2008,0,0,0,0,0,0,1,0,1,9
TRIPURA,SOUTH,2008,1,2,0,0,0,0,0,0,0,0
TRIPURA,WEST,2008,0,0,0,0,0,0,0,0,0,0
TRIPURA,TOTAL,2008,1,2,0,0,0,0,1,0,1,9
UTTAR PRADESH,AGRA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,ALIGARH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,AMBEDKAR NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,AURAIYA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,AZAMGARH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BADAUN,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BAGHPAT,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BAHRAICH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BALLIA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BALRAMPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BANDA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BARABANKI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BAREILLY,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BASTI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BIJNOR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,BULANDSHAHAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,CHANDOLI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,CHITRAKOOT DHAM,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,DEORIA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,ETAH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,ETAWAH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,FAIZABAD,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,FATEHGARH,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,FATEHPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,FIROZABAD,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,GHAZIABAD,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,GHAZIPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,GONDA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,GORAKHPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,HAMIRPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,HARDOI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,HATHRAS,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,J.P.NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,JALAUN,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,JAUNPUR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,JHANSI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KANNAUJ,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KANPUR DEHAT,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KANPUR NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KANSHIRAM NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KAUSHAMBI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KHIRI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,KUSHI NAGAR,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,LALITPUR,2008,0,0,0,0,0,0,0,0,9,0
UTTAR PRADESH,LUCKNOW,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAHARAJGANJ,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAHOBA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAINPURI,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MATHURA,2008,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,MAU,2008,0,0,0,0,0,0,0,0,0,0
