STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
UTTAR PRADESH,SHAHJAHANPUR,2001,15,9,18,0,0,0,0,0,0,0,21,63
UTTAR PRADESH,SHRAWASTI,2001,4,5,5,0,0,0,0,0,0,0,13,27
UTTAR PRADESH,SIDHARTHNAGAR,2001,3,7,11,0,0,0,0,0,0,0,6,27
UTTAR PRADESH,SITAPUR,2001,0,10,24,0,0,0,0,0,0,0,0,34
UTTAR PRADESH,SONBHADRA,2001,1,2,7,0,0,0,0,0,0,0,18,28
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,0,0,3,0,0,0,0,0,0,0,0,3
UTTAR PRADESH,SULTANPUR,2001,7,6,10,0,0,0,0,0,0,0,8,31
UTTAR PRADESH,UNNAO,2001,9,21,40,0,0,0,0,0,0,0,54,124
UTTAR PRADESH,VARANASI,2001,7,13,11,0,0,0,0,0,0,0,15,46
UTTAR PRADESH,TOTAL,2001,489,562,1185,1,0,0,29,1,1,1,1440,3709
UTTARAKHAND,ALMORA,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,BAGESHWAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,CHAMOLI,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,CHAMPAWAT,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,DEHRADUN,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,HARIDWAR,2001,9,5,4,0,0,0,7,0,0,0,5,30
UTTARAKHAND,NAINITAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,PAURI GARHWAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,PITHORAGARH,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,RUDRA PRAYAG,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,TEHRI GARHWAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,UDHAMSINGH NAGAR,2001,0,4,12,0,0,0,0,0,0,0,0,16
UTTARAKHAND,UTTARKASHI,2001,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,TOTAL,2001,9,9,16,0,0,0,7,0,0,0,5,46
WEST BENGAL,24 PARGANAS NORTH,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,24 PARGANAS SOUTH,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,ASANSOL,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BANKURA,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BIRBHUM,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BURDWAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,COOCHBEHAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DAKSHIN DINAJPUR,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DARJEELING,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOOGHLY,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH,2001,0,0,2,0,0,0,0,0,0,0,0,2
WEST BENGAL,HOWRAH CITY,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,JALPAIGURI,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,KOLKATA,2001,3,12,65,0,0,0,8,3,2,0,52,145
WEST BENGAL,MALDA,2001,0,0,14,0,0,0,0,0,0,0,0,14
WEST BENGAL,MIDNAPUR,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MURSHIDABAD,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,NADIA,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,PURULIA,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SEALDAH G.R.P.,2001,0,0,0,0,0,0,1,0,0,0,0,1
WEST BENGAL,SILIGURI G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2001,0,0,5,0,0,0,0,0,0,0,0,5
WEST BENGAL,TOTAL,2001,3,12,86,0,0,0,9,3,2,0,52,167
A & N ISLANDS,ANDAMAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,NICOBAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,CHANDIGARH,2001,0,8,32,0,0,5,0,0,0,2,11,58
CHANDIGARH,TOTAL,2001,0,8,32,0,0,5,0,0,0,2,11,58
D & N HAVELI,D and N HAVELI,2001,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DAMAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DIU,2001,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,CENTRAL,2001,0,6,25,0,0,4,1,0,0,0,2,38
DELHI,DELHI UT TOTAL,2001,22,113,612,2,0,60,3,0,1,0,99,912
DELHI,EAST,2001,2,4,41,0,0,7,0,0,1,0,37,92
DELHI,G.R.P.(RLY),2001,0,0,2,0,0,3,0,0,0,0,0,5
DELHI,I.G.I.AIRPORT,2001,0,0,0,0,0,0,0,0,0,0,1,1
DELHI,NEW DELHI,2001,0,2,9,0,0,2,0,0,0,0,16,29
DELHI,NORTH,2001,2,3,48,0,0,2,0,0,0,0,0,55
DELHI,NORTH EAST,2001,3,16,47,0,0,2,0,0,0,0,32,100
DELHI,NORTH WEST,2001,8,31,274,0,0,12,0,0,0,0,0,325
DELHI,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH,2001,3,18,62,0,0,17,0,0,0,0,5,105
DELHI,SOUTH WEST,2001,3,19,54,1,0,7,0,0,0,0,2,86
DELHI,WEST,2001,1,14,50,1,0,4,2,0,0,0,4,76
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0,0,0,0,0,0,0,0,0,1
LAKSHADWEEP,TOTAL,2001,1,0,0,0,0,0,0,0,0,0,0,1
PUDUCHERRY,PONDICHERRY,2001,1,4,0,0,0,0,0,0,0,0,0,5
PUDUCHERRY,TOTAL,2001,1,4,0,0,0,0,0,0,0,0,0,5
ANDHRA PRADESH,ADILABAD,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTAPUR,2002,17,18,43,0,11,0,0,0,0,1,0,90
ANDHRA PRADESH,CHITTOOR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,HYDERABAD CITY,2002,0,20,2,0,0,0,0,0,0,1,0,23
ANDHRA PRADESH,KARIMNAGAR,2002,0,14,3,0,0,0,0,0,0,0,12,29
ANDHRA PRADESH,KHAMMAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,2002,4,11,3,0,1,0,3,0,0,0,5,27
ANDHRA PRADESH,KURNOOL,2002,0,0,0,0,0,0,0,0,0,1,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,2002,7,13,10,0,0,0,3,0,0,1,0,34
ANDHRA PRADESH,NALGONDA,2002,3,20,10,0,0,0,0,0,0,0,0,33
ANDHRA PRADESH,NELLORE,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,2002,3,10,5,0,1,5,0,0,0,0,15,39
ANDHRA PRADESH,PRAKASHAM,2002,0,1,0,0,0,0,0,0,0,0,0,1
ANDHRA PRADESH,RANGA REDDY,2002,3,3,0,0,0,0,2,0,0,0,0,8
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIJAYAWADA,2002,1,7,4,0,0,0,0,0,0,0,0,12
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,1,0,0,0,0,0,0,0,0,5
ANDHRA PRADESH,VISAKHA RURAL,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,2002,0,0,0,0,0,0,0,0,0,2,0,2
ANDHRA PRADESH,WEST GODAVARI,2002,2,19,5,0,0,0,1,1,0,0,1,29
ANDHRA PRADESH,TOTAL,2002,43,137,86,0,13,5,9,1,0,6,33,333
ARUNACHAL PRADESH,CHANGLANG,2002,0,2,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,0,0,3,0,0,0,0,0,0,0,0,3
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TAWANG,2002,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2002,0,1,0,0,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,TOTAL,2002,0,3,3,0,0,0,0,0,0,0,0,6
ASSAM,BARPETA,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,C.I.D.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2002,1,0,0,0,0,0,0,0,0,1,0,2
ASSAM,DIBRUGARH,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,G.R.P.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GUWAHATI CITY,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2002,0,0,1,0,0,0,6,0,0,0,0,7
ASSAM,KARIMGANJ,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,N.C.HILLS,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NAGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,2002,1,3,0,0,0,0,0,0,0,0,1,5
ASSAM,R.P.O.,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,2002,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TOTAL,2002,2,3,1,0,0,0,6,0,0,1,1,14
BIHAR,ARARIA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ARWAL,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BAGAHA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BETTIAH,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHABHUA,2002,0,0,0,0,0,0,1,0,0,0,0,1
BIHAR,BHAGALPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2002,0,0,0,0,0,0,0,0,0,1,0,1
BIHAR,GOPALGANJ,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMALPUR RLY.,2002,0,0,0,1,0,0,0,0,0,0,0,1
BIHAR,JAMUI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JEHANABAD,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2002,2,3,6,0,0,0,7,0,0,0,4,22
BIHAR,KISHANGANJ,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,2002,5,0,4,0,0,0,0,0,0,0,0,9
BIHAR,MADHEPURA,2002,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,MADHUBANI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2002,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,NALANDA,2002,3,0,5,0,0,0,1,0,0,0,0,9
BIHAR,NAUGACHIA,2002,0,0,0,0,0,0,0,0,0,0,1,1
BIHAR,NAWADAH,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2002,0,0,2,0,0,1,0,0,0,0,1,4
BIHAR,PATNA RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAHARSA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SITAMARHI,2002,0,0,1,0,0,0,0,0,0,0,0,1
BIHAR,SIWAN,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2002,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2002,10,3,26,1,0,1,9,0,0,1,6,57
CHHATTISGARH,BALRAMPUR,2002,3,0,0,0,0,0,0,0,0,0,3,6
CHHATTISGARH,BILASPUR,2002,0,28,3,0,0,1,0,0,0,26,61,119
CHHATTISGARH,BIZAPUR,2002,1,0,0,0,0,0,0,0,0,0,3,4
CHHATTISGARH,DANTEWARA,2002,0,2,1,0,0,0,0,0,0,0,3,6
CHHATTISGARH,DHAMTARI,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DURG,2002,3,10,0,0,0,0,0,0,0,0,193,206
CHHATTISGARH,GRP RAIPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2002,4,5,3,0,0,0,0,0,0,0,90,102
CHHATTISGARH,JANJGIR,2002,0,8,7,0,0,4,0,0,0,0,0,19
CHHATTISGARH,JASHPUR,2002,1,1,0,0,0,0,0,0,0,0,16,18
CHHATTISGARH,KABIRDHAM,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KANKER,2002,0,0,0,0,0,1,0,0,0,0,5,6
CHHATTISGARH,KORBA,2002,3,10,0,0,0,2,0,0,0,0,7,22
CHHATTISGARH,KORIYA,2002,1,34,5,0,0,3,0,0,0,0,0,43
CHHATTISGARH,MAHASAMUND,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIGARH,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,2002,9,35,10,0,1,3,0,0,0,0,26,84
CHHATTISGARH,RAJNANDGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,SARGUJA,2002,3,49,16,0,0,3,0,0,0,0,27,98
CHHATTISGARH,TOTAL,2002,28,182,45,0,1,17,0,0,0,26,434,733
GOA,NORTH GOA,2002,1,6,2,0,0,3,0,0,0,0,8,20
GOA,SOUTH GOA,2002,1,1,2,0,0,2,2,0,0,0,3,11
GOA,TOTAL,2002,2,7,4,0,0,5,2,0,0,0,11,31
GUJARAT,AHMEDABAD COMMR.,2002,4,8,52,0,0,2,0,0,0,0,20,86
GUJARAT,AHMEDABAD RURAL,2002,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHWA-DANG,2002,0,1,0,0,0,0,0,0,0,0,1,2
GUJARAT,AMRELI,2002,3,0,12,0,0,3,0,0,0,0,1,19
GUJARAT,ANAND,2002,1,2,1,1,0,6,0,0,0,0,3,14
GUJARAT,BHARUCH,2002,0,0,0,0,0,0,0,0,0,0,19,19
GUJARAT,BHAVNAGAR,2002,7,8,11,0,0,6,0,0,0,29,60,121
GUJARAT,DAHOD,2002,0,0,1,0,0,0,0,0,0,0,12,13
GUJARAT,GANDHINAGAR,2002,0,0,3,0,0,8,0,0,0,0,0,11
GUJARAT,HIMATNAGAR,2002,0,0,0,0,0,0,0,0,0,3,3,6
GUJARAT,JAMNAGAR,2002,9,2,0,0,0,0,0,0,0,1,1,13
GUJARAT,JUNAGADH,2002,4,1,0,0,0,4,0,0,0,1,12,22
GUJARAT,KHEDA NORTH,2002,0,0,0,0,0,5,0,0,0,0,0,5
GUJARAT,KUTCH,2002,3,1,21,0,0,4,0,0,0,1,1,31
GUJARAT,MEHSANA,2002,1,3,3,0,0,2,0,0,0,0,5,14
GUJARAT,NARMADA,2002,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,2002,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,PALANPUR,2002,2,3,12,5,0,9,0,0,0,0,0,31
GUJARAT,PANCHMAHAL,2002,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,PATAN,2002,3,1,5,0,0,2,0,0,0,0,0,11
GUJARAT,PORBANDAR,2002,1,0,1,0,0,1,0,0,0,0,7,10
GUJARAT,RAJKOT COMMR.,2002,5,6,30,0,1,4,0,0,0,0,4,50
GUJARAT,RAJKOT RURAL,2002,7,1,12,0,0,10,0,0,0,2,11,43
GUJARAT,SURAT COMMR.,2002,8,15,43,0,0,9,0,0,0,0,0,75
GUJARAT,SURAT RURAL,2002,0,1,1,2,0,0,0,0,0,0,1,5
GUJARAT,SURENDRANAGAR,2002,1,5,14,1,0,1,0,0,0,1,12,35
GUJARAT,VADODARA COMMR.,2002,2,3,10,0,0,0,0,0,0,0,5,20
